food_name,calories,protein,carbs,fat,fibre,sodium,glycaemic_index,serving_size_g,unit,meal_type,region,allergens,is_vegetarian,is_vegan,is_dairy,is_gluten
Dal Dhokli,364.0,14.56,52.0,12.48,6.24,0.0,55.0,100.0,serving,lunch,Gujarat,Gluten,True,False,False,True
Sev Tameta,327.0,9.342857143,46.71428572,17.51785714,5.839285715,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Gujarati Kadhi,204.0,5.666666667,31.73333333,9.066666666,2.266666667,0.0,55.0,100.0,serving,dinner,Gujarat,Dairy,True,False,True,False
Chakri,234.0,6.381818182,31.90909091,10.63636364,2.127272727,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Shakariya,271.0,7.588,48.78,7.588,3.252,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Garlic Chutney,71.0,1.014285714,10.14285714,3.042857143,1.014285714,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Chaas,67.99999998,2.914285713,4.857142856,3.885714285,0.9714285712,0.0,55.0,100.0,serving,dinner,Gujarat,Dairy,True,False,True,False
Farsan,235.0,8.173913043,35.76086956,7.152173913,3.065217391,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Chhole,344.0000002,13.76000001,44.22857145,11.79428572,4.914285717,0.0,55.0,100.0,serving,dinner,Gujarat,Legumes,True,False,False,False
Gathiya,229.0,7.633333333,32.71428571,9.814285714,2.180952381,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Bhaat,267.0,5.933333334,44.5,6.922222223,4.944444445,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Khaman,185.0,5.138888889,30.83333333,5.138888889,3.083333333,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,True,True
Dahi Vada,266.0,8.866666667,34.48148148,9.851851852,4.925925926,0.0,55.0,100.0,serving,snacks,Gujarat,Dairy,True,False,True,False
Vaghareli Khichdi,387.0,13.23947368,50.92105263,15.27631579,6.110526316,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Laadva,274.0,6.576,43.84,10.96,3.288,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Surati Locho,240.0,8.4,42.0,9.6,6.0,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Sev Usal,375.0,10.71428571,53.57142857,16.07142857,7.5,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Kachaudi,253.0,8.096,35.42,9.108,3.036,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Methi Na Thepla,256.0,6.981818182,46.54545455,9.309090909,5.818181818,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Pudla,209.0,6.966666667,40.63888889,5.805555556,4.644444445,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Toor Dal,290.0,14.5,46.60714286,6.214285714,6.214285714,0.0,55.0,100.0,serving,lunch,Gujarat,Legumes,True,False,False,False
Papad,95.0,2.714285714,20.35714286,4.071428571,2.714285714,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Dabeli,335.9999999,6.719999998,47.99999998,11.52,4.799999998,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Gajjar Halwa,247.9999999,3.420689654,34.20689654,6.841379309,3.420689654,0.0,55.0,100.0,serving,dinner,Gujarat,Dairy,True,False,True,False
Meethi Khichdi,320.0,12.8,53.33333333,8.533333333,6.4,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Kadhi Chawal,287.9999999,7.405714284,37.02857142,6.582857142,4.937142856,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Vrat Wale Aloo,190.0,3.8,28.5,5.7,2.85,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Khakra,262.0,9.527272727,41.68181818,11.90909091,3.572727273,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Bombil Fry,315.0,21.0,26.25,15.75,4.2,0.0,55.0,100.0,serving,dinner,Gujarat,Fish,True,False,False,False
Paatra,235.0,9.4,41.125,8.225,4.7,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Khichu,205.0,6.833333333,47.83333333,6.833333333,4.1,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Chili Pakora,234.0,6.381818182,31.90909091,10.63636364,3.190909091,0.0,55.0,100.0,serving,snacks,Gujarat,Gluten,True,False,False,True
Gujarati Bhindi,240.0,8.0,25.0,12.0,4.0,0.0,55.0,100.0,serving,dinner,Gujarat,Legumes,True,False,False,False
Bharela Ringan,303.0,7.575,37.875,16.23214286,4.328571429,0.0,55.0,100.0,serving,dinner,Gujarat,Legumes,True,False,False,False
Chana Batata,250.0,9.0,40.0,6.0,5.0,0.0,55.0,100.0,serving,dinner,Gujarat,Legumes,True,False,False,False
Dal Baati,422.0,10.55,58.025,18.99,6.33,0.0,55.0,100.0,serving,lunch,Gujarat,Gluten,True,False,False,True
Sev Khamani,239.9999999,6.719999998,33.59999999,7.679999998,4.799999998,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Meetha Dhokla,252.0,5.727272727,45.81818182,9.163636364,3.436363636,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Gujarati Pulao,391.0,9.260526316,56.59210526,15.43421053,6.17368421,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Bhindi Sambhariya,276.0,7.155555555,35.77777778,12.26666667,4.088888889,0.0,55.0,100.0,serving,dinner,Gujarat,Legumes,True,False,False,False
Dal Vada,262.0,9.113043478,39.86956522,11.39130435,5.695652174,0.0,55.0,100.0,serving,lunch,Gujarat,Gluten,True,False,False,True
Mag Ni Dal,302.0,12.08,50.33333334,6.04,6.04,0.0,55.0,100.0,serving,lunch,Gujarat,Legumes,True,False,False,False
Papad Sabzi,234.0,7.02,35.1,11.7,5.85,0.0,55.0,100.0,serving,lunch,Gujarat,Gluten,True,False,False,True
Methi Na Gota,216.0,6.48,32.4,8.64,4.32,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Doodh Pak,299.9999999,6.857142855,34.28571428,10.28571428,2.571428571,0.0,55.0,100.0,serving,dinner,Gujarat,Dairy,True,False,True,False
Gujarati Chaas,67.99999998,2.914285713,4.857142856,3.885714285,1.942857142,0.0,55.0,100.0,serving,dinner,Gujarat,Dairy,True,False,True,False
Khaman Dhokla,185.0,5.138888889,30.83333333,5.138888889,3.083333333,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Dudhi na Muthiya,236.0,7.08,41.3,9.44,4.72,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Bhajiya,216.0,6.48,32.4,8.64,3.24,0.0,55.0,100.0,serving,dinner,Gujarat,Gluten,True,False,False,True
Churma,308.0,6.16,55.44,14.784,4.928,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Gatte Ki Sabzi,383.0,13.13142857,54.71428571,16.41428571,6.565714286,0.0,55.0,100.0,serving,lunch,Rajasthan,Gluten,True,False,False,True
Ker Sangri,327.0,9.688888889,48.44444444,18.16666667,6.055555556,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Shahi Gatte,383.0,12.76666667,53.19444444,15.95833333,5.319444444,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Churma Ladoo,362.0,5.65625,50.90625,20.3625,5.65625,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Panchmel Dal,356.0,12.94545455,53.93939394,12.94545455,6.472727273,0.0,55.0,100.0,serving,lunch,Rajasthan,Legumes,True,False,False,False
Missi Roti,262.0,8.384,36.68,10.48,5.24,0.0,55.0,100.0,serving,lunch,Rajasthan,Gluten,True,False,False,True
Masala Papad,141.0,3.760000001,18.8,4.700000001,1.88,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Papad Ki Sabzi,212.0,5.3,31.8,8.48,3.18,0.0,55.0,100.0,serving,lunch,Rajasthan,Gluten,True,False,False,True
Chili Garlic Paratha,300.0,8.0,40.0,12.0,5.0,0.0,55.0,100.0,serving,breakfast,Rajasthan,Gluten,True,False,False,True
Pyaz Kachori,272.0,6.528,38.08,13.056,3.264,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Alu Ki Sabzi,292.0,6.257142857,41.71428571,12.51428571,5.214285714,0.0,55.0,100.0,serving,lunch,Rajasthan,Gluten,True,False,False,True
Gilavati Kebab,365.0,17.109375,22.8125,28.515625,5.703125,0.0,55.0,100.0,serving,dinner,Rajasthan,Meat,True,False,False,False
Malai Ghevar,400.0,5.263157895,52.63157895,21.05263158,4.210526316,0.0,55.0,100.0,serving,dinner,Rajasthan,Dairy,True,False,True,False
Rajma Masala,350.0,15.0,50.0,10.0,8.0,0.0,55.0,100.0,serving,dinner,Rajasthan,Legumes,True,False,False,False
Bajre Ki Roti,280.0,7.259259259,46.66666667,8.296296296,5.185185185,0.0,55.0,100.0,serving,lunch,Rajasthan,Gluten,True,False,False,True
Pyaz Ki Kachori,270.0,5.625,45.0,11.25,3.375,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Gobhi Ke Parathe,316.0,7.627586207,49.03448276,13.07586207,6.537931034,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Kachri Ki Sabzi,240.0,7.636363636,38.18181818,8.727272727,6.545454545,0.0,55.0,100.0,serving,lunch,Rajasthan,Gluten,True,False,False,True
Saag,374.0,13.6,56.66666667,15.86666667,6.8,0.0,55.0,100.0,serving,dinner,Rajasthan,Legumes,True,False,False,False
Bhutte Ka Kees,282.0,9.024,45.12,11.28,5.64,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Imarti,309.9999999,4.843749998,48.43749998,9.687499995,3.874999998,0.0,55.0,100.0,serving,dinner,Rajasthan,Dairy,True,False,True,False
Jalebi,379.0,6.497142857,59.55714286,16.24285714,4.331428571,326.0,55.0,100.0,serving,dinner,Rajasthan,Dairy,True,False,True,True
Gatte Ki Kadhi,375.0,10.41666667,52.08333333,15.625,5.208333333,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Dal Baati Churma,480.0,16.0,64.0,21.33333333,7.466666667,0.0,55.0,100.0,serving,lunch,Rajasthan,Gluten,True,False,False,True
Bajre Ki Khichdi,356.0,12.20571429,50.85714286,12.20571429,7.12,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Masala Baati,407.0,14.3,60.5,16.5,6.6,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Mirchi Bada,292.0,6.257142857,41.71428571,12.51428571,4.171428571,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Ghughra,236.0,6.156521739,35.91304348,8.208695652,4.104347826,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Lehsun Ki Chutney,59.0,0.8428571428,5.9,2.528571428,1.685714286,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Mawa Kachori,318.0000001,7.950000001,39.75000001,13.9125,4.968750001,0.0,55.0,100.0,serving,dinner,Rajasthan,Dairy,True,False,True,False
Bhutte Ke Kees,282.0,9.024,45.12,11.28,5.64,0.0,55.0,100.0,serving,dinner,Rajasthan,Gluten,True,False,False,True
Dosa,196.0,5.444444445,38.11111111,4.355555556,3.266666667,94.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Medu Vada,252.0,6.048,30.24,12.096,4.032,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,False,True
Sambar,202.0,7.855555556,33.66666667,6.733333333,5.611111111,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Adai,288.0000001,13.90344828,39.72413795,7.94482759,4.965517244,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Pongal,322.0000002,7.80606061,48.78787881,9.757575762,3.903030305,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,True,True
Appam,214.0,5.944444445,41.61111111,7.133333334,3.566666667,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Plain Paratha,236.0,6.156521739,35.91304348,8.208695652,4.104347826,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Rava Kesari,266.0,3.940740741,39.40740741,9.851851852,2.955555556,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Thousand Layer Dosa,294.0,6.3,47.25,10.5,5.25,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Chutney Powder,130.0,4.333333333,16.25,6.5,4.333333333,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Ven Pongal,322.0,7.576470589,47.35294118,9.470588236,5.682352942,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Kal Dosa,264.9999999,5.888888886,39.25925924,8.833333329,4.907407405,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Curd Rice,280.0,7.259259259,46.66666667,8.296296296,6.222222222,0.0,55.0,100.0,serving,lunch,South India,Dairy,True,False,True,False
Chana Sundal,197.0000001,7.880000003,29.55000001,4.925000002,5.910000002,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Avial,292.0,5.475,36.5,10.95,7.3,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Coconut Rice,321.9999999,7.359999998,45.99999999,9.199999998,4.599999999,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Mango Rice,316.0000001,6.703030306,43.09090911,11.4909091,5.745454548,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Bisi Bele Bath,386.0,10.43243243,57.37837838,14.60540541,6.259459459,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Rava Dosa,289.0,7.492592592,48.16666666,9.633333333,4.281481481,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Keerai Masiyal,240.0,7.0,35.0,8.0,6.0,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Curd Vada,223.9999999,7.167999997,26.87999999,7.167999997,4.479999998,0.0,55.0,100.0,serving,snacks,South India,Dairy,True,False,True,False
Vegetable Kurma,375.0,10.71428571,53.57142857,16.07142857,7.5,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Appam with Stew,336.0,7.35,52.5,12.6,6.3,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Chettinad Chicken Curry,400.0,25.0,30.0,20.0,6.0,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Tomato Rasam,99.00000001,2.97,14.85,2.97,3.96,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Cabbage Thoran,245.0000001,5.880000002,34.30000001,8.820000002,5.880000002,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Chili Bajji,275.9999999,6.899999997,34.49999999,11.82857142,3.942857141,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Masala Buttermilk,83.00000003,3.68888889,9.222222226,2.766666668,1.844444445,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Puli Pongal,322.0000002,7.80606061,48.78787881,9.757575762,5.854545457,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Adai Avial,368.0,10.22222222,56.22222222,12.26666667,7.155555555,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Shavige,296.0,6.124137931,51.03448276,8.165517242,5.103448276,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Chettinad Parotta,340.0,8.242424242,51.51515151,12.36363636,5.151515151,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Steamed Idli,154.0,4.4,33.0,2.2,3.3,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Balchao,400.0,26.31578947,31.57894737,21.05263158,6.315789474,0.0,55.0,100.0,serving,dinner,South India,Meat,True,False,False,False
Curd Rice with Mango,288.9999999,6.743333332,43.34999999,8.669999998,5.779999999,0.0,55.0,100.0,serving,lunch,South India,Dairy,True,False,True,False
Mysore Pak,338.9999999,5.811428569,43.58571427,14.52857142,3.874285713,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Vegetable Saag,286.0,8.875862069,39.44827586,9.862068965,6.903448276,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Kootu,340.0,8.5,53.125,12.75,8.5,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Moon Dal Payasam,294.0,5.512500001,41.34375001,9.187500001,4.593750001,0.0,55.0,100.0,serving,lunch,South India,Dairy,True,False,True,False
Moong Dal Cheela,242.0,13.2,38.5,6.6,4.4,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Masala Dosa with Chutney,336.0,7.35,52.5,12.6,4.2,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Sweet Pongal,275.9999999,5.914285712,44.35714284,7.885714283,4.928571427,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Chettinad Idli,167.0000001,4.638888891,27.83333334,2.783333334,3.711111112,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Onion Pakora,272.0,6.528,38.08,13.056,5.44,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,False,True
Kerala Sadya,415.0,10.375,62.25,15.5625,7.2625,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Sundal,220.0,7.7,33.0,8.8,6.6,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Coconut Chutney,155.0,3.1,20.66666667,7.233333333,4.133333333,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Bonda,296.0,7.674074074,43.85185185,13.15555556,4.385185185,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Vegetable Uthappam,320.0,8.258064516,46.4516129,12.38709677,7.225806452,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Jackfruit Curry,354.0,7.08,50.57142857,14.16,8.091428571,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Ragi Dosa,266.0,7.881481481,44.33333333,5.911111111,3.940740741,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Besar Kebab,260.0,11.14285714,32.5,7.428571428,4.642857143,0.0,55.0,100.0,serving,dinner,South India,Meat,True,False,False,False
Kara Kozhambu,344.0,9.675,53.75,12.9,6.45,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Kootu Curry,301.0,10.37931034,46.70689655,9.34137931,6.227586207,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Saravana Bhavan Dosa,332.0,6.64,55.33333334,13.28,5.533333334,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Peerkangai Thogayal,140.0,6.0,20.0,4.0,2.0,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Pesarattu with Ginger Chutney,288.0000001,8.937931038,44.68965519,7.94482759,5.958620692,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Medu Vada with Sambar,274.0,6.088888889,40.59259259,10.14814815,4.059259259,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,False,True
Sundal with Coconut,229.0,7.286363636,31.22727273,9.368181818,6.245454545,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Kozhi Varuval,400.0,30.0,26.31578947,21.05263158,7.368421053,0.0,55.0,100.0,serving,dinner,South India,Meat,True,False,False,False
Coconut Rice with Curry,360.0,8.228571429,56.57142857,12.34285714,6.171428572,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Ambur Biryani,412.0000002,11.49767442,52.69767444,15.33023256,5.748837211,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Medu Vada with Coconut Chutney,254.0,6.096,35.56,10.16,4.064,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,False,True
Vermicelli Payasam,288.9999999,6.975862066,44.84482757,8.968965514,4.982758619,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Sadya Rice,342.0,7.817142856,53.74285714,9.77142857,5.862857142,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Sambar Rice,322.0000002,7.80606061,48.78787881,9.757575762,4.878787881,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Vegetable Ishtoo,322.0,8.05,50.3125,10.0625,7.04375,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Neer Dosa,214.0,4.863636364,34.04545455,5.836363637,2.918181819,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Ven Pongal with Coconut Chutney,335.0,8.86764706,49.26470589,10.8382353,5.911764707,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Thakkali Rasam,120.0,3.0,18.0,4.0,5.0,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Chili Paneer,335.0000001,19.14285715,28.71428573,14.35714286,5.742857145,0.0,55.0,100.0,serving,lunch,South India,Dairy,True,False,True,False
Chettinad Egg Curry,400.0,25.0,30.0,20.0,6.0,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Chappathi,238.0,6.490909091,43.27272727,6.490909091,5.409090909,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Curd Rice with Pappad,279.9999999,6.758620688,43.44827585,7.724137929,5.793103447,0.0,55.0,100.0,serving,lunch,South India,Dairy,True,False,True,False
Parippu Curry,282.0,8.057142857,40.28571429,10.07142857,6.042857143,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Onion Dosa,298.0,7.193103448,46.24137931,10.27586207,5.137931035,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Chili Gobi,292.0,6.488888889,43.25925926,12.97777778,5.407407408,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
South Indian Curry,403.0,13.81714286,63.32857143,17.27142857,8.06,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Parotta,318.0,7.42,53.0,10.6,5.3,0.0,55.0,100.0,serving,dinner,South India,,True,False,False,False
Chettinad Fish Curry,392.0,28.88421053,25.78947368,20.63157895,6.189473684,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Masala Uttapam,339.9999999,7.771428569,48.57142856,11.65714285,5.828571427,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Steamed Rice,214.0,3.890909092,43.77272728,1.945454546,0.0,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Kara Dosa,296.0,6.342857143,52.85714286,8.457142858,5.285714286,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
Pesarattu with Coconut Chutney,287.9999999,8.639999997,43.19999999,7.679999998,5.759999998,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Mysore Bonda,296.0,7.674074074,43.85185185,13.15555556,4.385185185,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Curd Vada with Sambar,282.0,8.057142857,40.28571429,10.07142857,5.035714286,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,True,True
Ragi Mudde,245.9999999,7.871999997,39.35999998,5.903999998,6.887999997,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Koottu Curry,348.0,10.875,54.375,13.05,6.525,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Appam with Egg Curry,391.0,9.510810811,58.12162162,15.85135135,7.397297297,0.0,55.0,100.0,serving,lunch,South India,Gluten,False,False,False,True
Chili Rava,235.9999999,5.899999997,34.41666665,7.866666663,4.916666664,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Neer Mor,87.99999998,2.933333333,9.777777775,3.91111111,2.933333333,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Tomato Poori,340.0,8.5,53.125,12.75,6.375,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Jackfruit Biryani,406.0,10.15,60.9,14.21,7.105,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Spinach Pakora,252.0,6.048,30.24,12.096,4.032,0.0,55.0,100.0,serving,snacks,South India,Gluten,True,False,False,True
Vegetable Thoran,249.0,7.2625,36.3125,9.3375,6.225,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Cholam Koozh,304.0,8.685714286,54.28571428,8.685714286,5.428571428,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Curd Pulao,336.0,7.35,52.5,12.6,6.3,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Chili Gobi with Rice,407.0,9.302857142,69.77142857,17.44285714,5.814285714,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Vegetable Adai,292.0,10.06896552,45.31034483,8.055172414,5.034482759,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Kanji,240.0,6.545454545,49.09090909,4.363636363,3.272727273,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Meen Pollichathu,420.0,25.6097561,35.85365854,20.48780488,6.146341463,0.0,55.0,100.0,serving,dinner,South India,Meat,True,False,False,False
Ven Pongal with Sambar,322.0000002,7.80606061,48.78787881,9.757575762,5.854545457,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Masala Kootu,326.0,9.464516129,52.58064516,10.51612903,7.361290323,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Appam with Coconut Milk,364.0,9.635294117,58.88235294,12.84705882,6.423529412,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,True,True
Chutney Rice,298.0000001,6.953333336,44.70000002,9.933333337,5.960000002,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Rasam Rice,318.0,6.745454546,48.18181818,9.636363637,5.781818182,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Paruppu Curry,292.0000001,9.733333336,43.80000001,7.786666669,4.866666668,0.0,55.0,100.0,serving,lunch,South India,Legumes,True,False,False,False
Chili Paneer with Rice,442.0,23.26315789,58.15789474,20.9368421,8.142105263,0.0,55.0,100.0,serving,lunch,South India,Dairy,True,False,True,False
Vegetable Biryani with Raita,415.0000002,9.222222226,55.33333335,13.83333334,6.455555558,0.0,55.0,100.0,serving,lunch,South India,Gluten,True,False,False,True
Coconut Kheer,252.0,4.344827585,34.75862068,6.951724137,5.213793103,0.0,55.0,100.0,serving,dinner,South India,Dairy,True,False,True,False
Onion Uttapam,340.0,8.5,53.125,12.75,6.375,0.0,55.0,100.0,serving,dinner,South India,Gluten,True,False,False,True
Chettinad Mutton Curry,450.0,29.30232558,36.62790698,23.02325581,6.279069767,0.0,55.0,100.0,serving,lunch,South India,Meat,False,False,False,False
Vegetable Theeyal,344.0,9.381818182,52.12121212,12.50909091,6.254545454,0.0,55.0,100.0,serving,dinner,South India,Legumes,True,False,False,False
Poha with Peanuts,247.0,6.443478261,42.95652174,7.517391304,4.295652174,0.0,55.0,100.0,serving,breakfast,South India,Gluten,True,False,False,True
